ID,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,renovated,zipcode,lat,long,sqft_living15,sqft_lot15
18972,3,1,1230,4600,1.5,0,0,3,7,1230,0,1929,0,0,98116,47.5616,-122.392,1230,4600
18973,3,2.25,1960,10682,1,0,0,3,7,1960,0,1957,0,0,98008,47.6319,-122.124,1540,10682
18974,4,2.75,1890,5240,1,0,0,3,7,980,910,1981,0,0,98106,47.5528,-122.356,1600,5240
18975,3,1,1700,4165,1.5,0,0,3,7,1700,0,1918,0,0,98118,47.5569,-122.277,1400,4165
18976,2,1,860,10500,1,0,0,3,6,860,0,1943,0,0,98024,47.5662,-121.886,950,10500
18977,3,2.75,3860,12786,2,0,0,4,10,3860,0,1984,0,0,98006,47.549,-122.141,2820,14636
18978,4,1.75,1820,13600,1.5,0,0,3,7,1120,700,1959,0,0,98032,47.3743,-122.295,1810,11970
18979,4,1.75,2350,54450,1,0,0,4,7,1250,1100,1971,0,0,98027,47.4816,-122.005,2180,50529
18980,4,2.25,4470,60373,2,0,0,3,11,4470,0,1988,0,0,98072,47.7289,-122.127,3210,40450
18981,4,2.25,2340,5300,1,0,0,5,8,1700,640,1963,0,0,98008,47.6202,-122.112,1890,8250
18982,4,2.5,2520,8515,2,0,0,3,7,2520,0,1999,0,0,98019,47.7233,-121.959,2130,6930
18983,3,1.75,1330,12618,1,0,3,3,7,1330,0,1983,0,0,98188,47.4403,-122.271,1870,8429
18984,4,2.5,2260,6086,2,0,0,3,8,2260,0,1999,0,0,98030,47.3642,-122.174,2260,6218
18985,2,1,1500,6685,1,0,0,3,7,1190,310,1926,0,0,98133,47.7186,-122.354,1420,6561
18986,4,2.5,2390,9600,2,0,0,3,7,2390,0,1996,0,0,98010,47.3289,-122.001,1900,9603
18987,3,1.75,2920,9370,1,0,0,4,8,1620,1300,1981,0,0,98006,47.5491,-122.151,2890,9609
18988,2,1,850,5000,1,0,0,3,5,850,0,1907,0,0,98055,47.4874,-122.207,910,4815
18989,4,2.5,3340,12248,2,0,1,3,9,2470,870,1998,0,0,98126,47.5858,-122.379,2110,5679
18990,2,1,710,6732,1,0,0,5,6,710,0,1942,0,0,98126,47.5151,-122.372,710,6720
18991,3,1.75,1170,4000,1,0,0,3,6,720,450,1943,2013,1,98106,47.5306,-122.354,1130,4000
18992,4,2.25,3680,26266,2,0,0,4,9,3680,0,1981,0,0,98042,47.3219,-122.085,2340,19939
18993,3,2.5,2900,46609,2,0,0,3,9,2900,0,1987,0,0,98077,47.7731,-122.086,2570,42188
18994,4,2.5,1930,7862,2,0,0,3,7,1930,0,1994,0,0,98038,47.3644,-122.04,1640,9145
18995,4,1.75,2240,7500,1,0,0,4,7,1120,1120,1956,0,0,98133,47.7466,-122.34,1440,7500
18996,5,2.75,3750,8279,2,0,0,3,9,3750,0,2001,0,0,98074,47.6039,-122.06,3450,8279
18997,3,1.75,3150,9258,1,0,1,3,8,2370,780,1970,0,0,98027,47.5571,-122.08,2740,10274
18998,4,1,1740,11075,1.5,0,0,3,7,1740,0,1965,0,0,98133,47.7458,-122.334,1580,7684
18999,5,3.25,3070,5000,2,0,0,3,9,2050,1020,2006,0,0,98103,47.6742,-122.356,2070,5000
19000,3,1,930,7590,1,0,0,3,6,820,110,1943,0,0,98166,47.4802,-122.335,1220,7590
19001,2,1.5,1130,746,2,0,0,3,8,1030,100,2009,0,0,98107,47.6684,-122.363,1520,1519
19002,3,2.5,2000,6341,1,0,0,5,8,1040,960,1981,0,0,98116,47.5639,-122.401,2030,6341
19003,3,2.25,2210,7680,1,0,2,3,8,1730,480,1972,0,0,98177,47.7729,-122.389,2390,7680
19004,3,1.75,1570,7416,1,0,0,4,7,1570,0,1971,0,0,98031,47.4117,-122.174,1900,7416
19005,3,1.75,1930,5400,2,0,2,3,9,1930,0,1978,0,0,98177,47.77,-122.391,2100,6840
19006,4,2,3060,8000,2,0,0,4,8,2040,1020,1922,0,0,98144,47.5795,-122.29,2730,5800
19007,3,1.75,1560,104108,1,0,0,3,7,1250,310,1970,0,0,98042,47.4016,-122.131,2000,110957
19008,3,2.5,1990,8991,1,0,0,3,7,1570,420,1969,0,0,98042,47.3939,-122.164,1920,8991
19009,3,2.5,1570,5113,1,0,0,3,7,1090,480,1996,0,0,98001,47.3327,-122.29,1570,5150
19010,3,1.5,1250,7200,1,0,0,4,7,1250,0,1978,0,0,98032,47.3678,-122.282,1250,7560
19011,3,1.5,1280,7742,1,0,0,4,7,1280,0,1962,0,0,98031,47.3947,-122.197,1450,8316
19012,4,2.5,4620,20793,2,0,0,4,11,4620,0,1991,0,0,98023,47.2929,-122.342,3640,20793
19013,3,1.75,1650,7145,2,0,0,5,8,1300,350,1977,0,0,98155,47.7733,-122.324,1760,7206
19014,4,2.5,2410,7140,2,0,0,3,8,2410,0,1993,0,0,98074,47.6329,-122.021,2350,7140
19015,3,2.25,1720,4000,1.5,0,0,4,7,1450,270,1921,0,0,98105,47.6683,-122.286,1410,4000
19016,4,2.5,2680,9928,1,0,0,4,8,1340,1340,1974,0,0,98027,47.5219,-122.052,2180,10478
19017,5,1.75,2640,13290,1,1,4,4,8,1400,1240,1954,0,0,98178,47.5022,-122.223,2400,11942
19018,3,2,1700,6498,1,0,0,3,7,1700,0,1986,0,0,98038,47.3781,-122.044,1700,6654
19019,3,2.25,1220,2980,2,0,0,3,7,1220,0,1986,0,0,98034,47.7151,-122.203,1220,2140
19020,3,2.5,2010,14298,2,0,0,3,7,2010,0,1977,0,0,98070,47.5069,-122.472,2010,14298
19021,3,1.75,2130,9775,1,0,0,4,8,1430,700,1973,0,0,98027,47.5326,-122.049,2130,11250
19022,3,1.75,1020,5000,1,0,0,5,6,1020,0,1954,0,0,98118,47.5332,-122.29,1360,5000
19023,3,2.5,1370,4400,1,0,0,3,8,1370,0,1988,0,0,98034,47.7139,-122.203,1630,4400
19024,3,2.5,1420,14850,1,0,0,4,7,1020,400,1963,0,0,98032,47.3661,-122.29,2060,8800
19025,3,2.75,2090,9620,1,0,0,3,8,1340,750,1987,0,0,98023,47.2741,-122.337,2150,9660
19026,3,2.75,2090,9620,1,0,0,3,8,1340,750,1987,0,0,98023,47.2741,-122.337,2150,9660
19027,3,1.75,1790,7679,1,0,0,4,7,1790,0,1953,0,0,98133,47.7442,-122.338,1560,7680
19028,3,1.5,1560,20251,1,0,0,5,7,1200,360,1989,0,0,98074,47.619,-122.054,1560,19119
19029,4,1.75,2520,7200,1,0,2,5,7,1260,1260,1955,0,0,98056,47.4835,-122.192,2360,7300
19030,4,2.5,5300,26211,2,1,2,2,10,4570,730,1923,0,0,98105,47.661,-122.269,3890,19281
19031,3,2.25,2290,9047,2,0,0,4,8,2290,0,1984,0,0,98006,47.5545,-122.163,2120,9275
19032,3,2.5,2620,28703,1,0,0,3,10,2620,0,1985,0,0,98052,47.7238,-122.114,2950,30290
19033,4,3,2120,7650,2,0,0,3,8,2120,0,1964,0,0,98007,47.6214,-122.14,2260,7885
19034,3,2.5,2000,8057,1,0,0,3,8,1360,640,1998,0,0,98042,47.3724,-122.107,2530,8964
19035,4,2.5,3040,20682,2,0,0,3,7,3040,0,2000,0,0,98019,47.7245,-121.959,2670,9742
19036,4,2.5,2050,8909,1,0,2,4,8,1690,360,1986,0,0,98198,47.398,-122.31,2190,8912
19037,4,2.5,2620,4469,2,0,0,3,7,2620,0,2008,0,0,98042,47.3663,-122.115,2250,4500
19038,2,1.75,870,18537,1,0,0,4,6,870,0,1946,0,0,98001,47.275,-122.278,1300,22800
19039,4,4.25,4850,12445,2,1,4,5,10,3850,1000,1989,0,0,98034,47.7011,-122.244,3350,12210
19040,3,1.75,1670,9600,1,0,0,5,8,1670,0,1961,0,0,98040,47.5754,-122.233,1900,9600
19041,3,2.25,1640,8400,1,0,0,3,8,1180,460,1968,0,0,98032,47.3733,-122.289,1600,8120
19042,3,2.25,3400,12825,1,0,1,3,9,3400,0,1961,0,0,98118,47.5435,-122.26,2510,11574
19043,3,1.75,2060,3500,1,0,0,5,7,1030,1030,1951,0,0,98118,47.5635,-122.282,1110,6000
19044,3,2,2330,3600,1.5,0,0,4,7,1580,750,1900,0,0,98122,47.6025,-122.303,1750,3600
19045,2,1,1060,8000,1,0,0,3,6,1060,0,1941,0,0,98168,47.5088,-122.333,1390,8000
19046,4,1.75,3550,19865,2,0,0,3,9,3550,0,1962,2002,1,98039,47.6236,-122.235,3000,19862
19047,1,1,720,5196,1,0,0,3,7,720,0,1911,0,0,98103,47.6928,-122.337,1580,5762
19048,3,1.75,2000,8400,1.5,0,0,4,8,2000,0,1959,0,0,98133,47.7535,-122.334,2000,8400
19049,4,3,3720,29043,2,0,0,3,9,3720,0,1991,0,0,98033,47.6907,-122.161,1610,23000
19050,4,1.75,1650,7088,1,0,0,3,8,1650,0,1973,0,0,98027,47.5688,-122.087,1850,7523
19051,3,2.25,1960,8875,1,0,0,3,7,1290,670,1965,0,0,98003,47.3344,-122.301,1890,8700
19052,2,1,800,17965,1,0,0,4,5,800,0,1942,0,0,98058,47.4693,-122.161,1500,8925
19053,4,2.5,3570,6246,2,0,0,3,7,3570,0,2005,0,0,98075,47.5927,-122.006,2260,5231
19054,3,2.5,1820,8085,2,0,0,3,7,1820,0,1983,0,0,98055,47.4575,-122.204,1860,8625
19055,3,1.75,1480,4050,1,0,0,3,7,870,610,1926,0,0,98115,47.681,-122.304,1350,4500
19056,4,2.5,2230,5000,1,0,0,3,7,1650,580,2006,0,0,98059,47.4799,-122.129,2090,4637
19057,4,2.5,2242,37451,2,0,0,3,8,2242,0,1995,0,0,98028,47.7443,-122.228,2242,13125
19058,4,2.5,2450,27081,2,0,0,3,8,2450,0,1985,0,0,98052,47.7177,-122.104,2630,12025
19059,3,1.5,1280,2114,1.5,0,0,3,8,1280,0,1904,0,0,98122,47.6174,-122.308,1540,1456
19060,2,2.5,1860,6359,2,0,0,3,7,1860,0,2003,0,0,98038,47.3847,-122.029,1860,6359
19061,3,1.5,1960,8815,1,0,0,4,7,1020,940,1958,0,0,98006,47.5765,-122.159,1760,9534
19062,3,1.5,1550,7260,1.5,0,0,2,6,1550,0,1925,0,0,98166,47.4693,-122.349,1190,7620
19063,4,1.75,2080,8750,1,0,0,4,8,1330,750,1967,0,0,98032,47.3749,-122.291,1790,8750
19064,4,2.5,2210,5077,1.5,0,0,4,8,1480,730,1912,0,0,98126,47.5719,-122.377,1740,5000
19065,3,2.5,1350,941,3,0,0,3,9,1350,0,2007,0,0,98119,47.6265,-122.364,1640,1369
19066,4,2.5,2240,9385,2,0,0,3,8,2240,0,1991,0,0,98133,47.7125,-122.332,2010,9000
19067,3,1.75,1170,8239,1,0,0,3,7,1170,0,1981,0,0,98042,47.3679,-122.088,1180,7866
19068,4,2.5,2690,46609,2,0,0,3,8,2690,0,1980,1991,1,98038,47.3843,-122.006,1500,34800
19069,4,1.75,1570,3250,1.5,0,0,5,8,1570,0,1928,0,0,98136,47.5405,-122.393,1570,5720
19070,4,2.5,1670,8056,1,0,0,3,7,1170,500,1961,0,0,98168,47.4884,-122.319,1360,8056
19071,2,1.5,1010,1309,2,0,0,3,7,860,150,2007,0,0,98118,47.5659,-122.286,1190,3060
19072,3,1.75,1790,6117,1,0,2,3,8,1350,440,1940,0,0,98199,47.6366,-122.401,1960,5554
19073,4,1.75,2180,9726,1,0,0,4,9,2180,0,1966,0,0,98040,47.5359,-122.233,2560,10244
19074,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,1907,0,0,98117,47.6793,-122.397,1570,5000
19075,3,2.5,1980,7807,2,0,0,4,9,1980,0,1989,0,0,98033,47.6884,-122.204,1590,7579
19076,3,2.5,2577,156816,2,0,0,3,8,2577,0,2000,0,0,98092,47.2935,-122.108,2090,156816
19077,4,1.75,1690,6000,1,0,0,3,7,1690,0,1957,0,0,98178,47.497,-122.227,1350,6000
19078,4,2,2130,9579,1,0,0,4,7,1250,880,1968,0,0,98001,47.3069,-122.271,1590,9800
19079,4,2,2280,10319,1,0,3,4,8,1270,1010,1989,0,0,98198,47.3594,-122.322,2280,9767
19080,4,2,1560,8800,2,0,0,5,6,1560,0,1942,1967,1,98168,47.4927,-122.312,1480,10000
19081,3,2,1880,10758,1,0,0,5,6,940,940,1952,0,0,98059,47.5091,-122.144,2060,21000
19082,3,2.5,2320,5284,2,0,0,3,8,2320,0,2004,0,0,98075,47.591,-122.017,2320,4383
19083,4,1.5,1860,12197,1,0,0,3,7,1860,0,1964,0,0,98034,47.729,-122.235,1510,11761
19084,3,1.5,1150,8686,1,0,0,4,7,1150,0,1963,0,0,98055,47.4417,-122.194,1760,8798
19085,3,2.5,1740,1308,3,0,0,3,8,1740,0,2008,0,0,98116,47.5892,-122.387,1740,1280
19086,3,2.5,1680,4075,2,0,0,3,7,1680,0,2008,0,0,98053,47.6964,-122.024,1710,4075
19087,2,1,1000,4956,1,0,2,4,7,1000,0,1916,0,0,98107,47.6753,-122.36,1830,4959
19088,3,2.75,3340,12690,1,0,0,3,10,2550,790,1956,1988,1,98105,47.6665,-122.27,3340,9480
19089,3,2.5,1260,2767,2,0,0,3,8,1260,0,1999,0,0,98059,47.4914,-122.155,1310,2767
19090,4,2.25,2430,32496,1,0,0,3,9,2430,0,1993,0,0,98077,47.7642,-122.048,2750,35506
19091,3,2.5,1600,3172,2,0,0,3,7,1600,0,2002,0,0,98053,47.6868,-122.042,1690,3698
19092,3,2.5,2605,2216,2,0,2,4,9,2090,515,1979,0,0,98033,47.6529,-122.202,2605,1979
19093,3,2.25,1830,7651,2,0,0,3,8,1830,0,1986,0,0,98092,47.2642,-122.219,2160,8442
19094,3,2.25,2100,8163,2,0,0,3,7,2100,0,1984,0,0,98001,47.3336,-122.269,1410,7515
19095,2,2,1230,4800,2,0,0,3,7,1230,0,1952,2004,1,98133,47.7145,-122.35,1560,7200
19096,3,1.75,1690,9826,1,0,0,4,7,1690,0,1988,0,0,98023,47.314,-122.365,1980,9826
19097,3,3.5,1480,1077,2,0,0,3,7,1300,180,2007,0,0,98109,47.5421,-122.322,1140,2003
19098,3,3.5,3010,5717,2,0,0,3,10,3010,0,2000,0,0,98007,47.5943,-122.15,2780,5138
19099,2,2.25,2550,5663,1,0,0,3,10,1720,830,2011,0,0,98056,47.5304,-122.202,2560,3828
19100,5,1,1120,9022,1.5,0,0,4,7,1120,0,1962,0,0,98034,47.7296,-122.24,1310,7500
19101,4,2.75,3140,10918,1,0,0,3,8,1900,1240,1968,1986,1,98034,47.7086,-122.243,3170,10918
19102,3,2.75,2210,4000,2,0,0,3,8,2210,0,2008,0,0,98053,47.6954,-122.017,2230,4674
19103,3,1.75,1520,8625,1,0,0,3,8,1520,0,1976,0,0,98011,47.7687,-122.223,2080,9200
19104,3,2.5,1740,5782,2,0,0,4,8,1740,0,1989,0,0,98029,47.5783,-122.001,2080,5782
19105,3,2.25,1640,7200,2,0,0,4,8,1640,0,1985,0,0,98007,47.5948,-122.153,1830,8372
19106,4,2.5,1770,4338,2,0,0,3,7,1770,0,2001,0,0,98042,47.3672,-122.099,1770,6606
19107,4,1.5,1620,5444,1.5,0,0,3,8,1620,0,1955,0,0,98125,47.7065,-122.297,1620,6912
19108,2,2.75,2700,9854,1,0,0,3,9,2700,0,2012,0,0,98053,47.7187,-122.024,1440,4168
19109,2,1,870,6150,1,0,0,3,6,870,0,1941,0,0,98106,47.5256,-122.347,1120,6150
19110,2,2,1650,8975,1,0,0,5,6,1650,0,1942,0,0,98146,47.5073,-122.36,1260,8668
19111,3,1,1500,10730,1,0,0,3,7,1000,500,1977,0,0,98053,47.6385,-121.966,1570,12210
19112,4,2.5,2520,2600,2,0,0,5,8,1670,850,1925,0,0,98119,47.6434,-122.358,2290,3600
19113,4,2,2290,9200,1.5,0,0,3,7,2290,0,1920,0,0,98166,47.4678,-122.363,2140,9200
19114,3,1.5,1200,8560,1,0,0,4,7,1200,0,1975,0,0,98011,47.7392,-122.194,1550,7800
19115,3,1,1210,7636,1,0,0,4,7,1210,0,1952,0,0,98118,47.5377,-122.266,1530,5900
19116,2,1,1040,11500,1,0,0,5,7,1040,0,1947,0,0,98003,47.2791,-122.3,1300,11954
19117,4,1.75,2020,10332,1,0,0,3,7,1010,1010,1954,0,0,98168,47.5059,-122.303,2240,8379
19118,1,1,420,3298,1,0,0,4,4,420,0,1949,0,0,98136,47.5375,-122.391,1460,4975
19119,3,2.5,1630,1971,2,0,0,3,8,1630,0,1996,0,0,98177,47.7753,-122.375,1630,3451
19120,3,2.5,2050,15020,1,0,2,3,9,1600,450,1960,0,0,98177,47.759,-122.371,2930,15050
19121,4,3.5,2440,3052,2,0,0,3,8,1940,500,2006,0,0,98108,47.555,-122.309,2390,4600
19122,4,1.75,2160,19283,2,0,0,3,8,2160,0,1981,0,0,98011,47.7603,-122.169,1990,9744
19123,5,2.75,2910,85377,1,0,0,4,8,1510,1400,1966,0,0,98027,47.48,-122.03,2160,66120
19124,3,3,2960,42159,2,0,0,3,10,2960,0,1995,0,0,98052,47.7183,-122.1,2640,25209
19125,3,2.75,1620,7500,1,0,0,5,7,1140,480,1979,0,0,98074,47.6175,-122.065,1900,7500
19126,5,2.75,2930,31411,1,0,0,4,9,1520,1410,1975,0,0,98006,47.5576,-122.186,3070,12378
19127,2,1.5,1790,3760,1.5,0,0,4,8,1280,510,1928,0,0,98117,47.6871,-122.373,1540,5080
19128,3,1,1150,2496,1,0,0,3,6,1010,140,1947,0,0,98126,47.5194,-122.376,1340,1203
19129,5,1.75,2500,11617,1,0,0,4,9,1560,940,1966,0,0,98040,47.5361,-122.217,3370,11617
19130,3,3.5,2080,5100,2,0,0,3,8,2080,0,2004,0,0,98038,47.35,-122.005,2080,5100
19131,3,2.75,3290,11441,2,0,0,4,10,3290,0,1988,0,0,98023,47.3052,-122.34,2600,12070
19132,3,1.5,1150,13200,1,0,0,3,7,1150,0,1956,0,0,98166,47.4752,-122.345,1220,13066
19133,3,1,1400,7955,1,0,0,3,7,1400,0,1964,0,0,98055,47.4848,-122.221,1160,14959
19134,3,2,1760,6875,1,0,0,4,8,1760,0,1967,0,0,98072,47.74,-122.093,1670,13650
19135,4,3.5,5000,38012,2,0,0,3,11,3610,1390,2004,0,0,98029,47.554,-122.036,3850,18054
19136,3,2,1840,8140,1,0,0,4,7,1040,800,1975,0,0,98003,47.3106,-122.325,1600,6720
19137,1,1,550,16345,1,0,0,3,4,550,0,1945,0,0,98106,47.5181,-122.339,1100,9240
19138,4,3.25,2500,5801,1.5,0,0,3,8,1960,540,1926,0,0,98112,47.632,-122.29,3670,7350
19139,3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,0,98105,47.6688,-122.279,1700,1721
19140,3,1.75,1580,9705,1,0,0,4,7,1580,0,1977,0,0,98042,47.3819,-122.09,1580,9942
19141,4,3.5,4170,9748,2,0,0,3,11,4170,0,2004,0,0,98059,47.528,-122.132,4560,10589
19142,4,3.25,3090,6744,2,0,4,3,9,3090,0,1923,2015,1,98177,47.768,-122.388,2020,6656
19143,4,2.5,3650,7784,2,0,0,3,9,3650,0,2006,0,0,98052,47.7066,-122.101,3150,6442
19144,3,1.5,2600,5085,1,0,0,4,7,1400,1200,1940,0,0,98126,47.5659,-122.376,1320,4000
19145,4,1.5,1610,6923,1,0,0,3,6,1010,600,1969,0,0,98198,47.3747,-122.306,1320,7684
19146,5,3.25,4590,12793,2,0,2,5,11,3590,1000,1928,0,0,98199,47.6453,-122.41,2920,8609
19147,3,2.5,1180,1262,3,0,0,3,8,1180,0,2010,0,0,98119,47.6381,-122.375,1180,2632
19148,3,1,900,10511,1,0,0,4,6,900,0,1961,0,0,98001,47.2883,-122.272,1460,10643
19149,3,1,1440,5623,1,0,0,4,6,720,720,1922,0,0,98115,47.696,-122.319,1280,5623
19150,2,1.5,1150,7552,1,0,1,3,7,1150,0,1944,0,0,98125,47.7298,-122.286,1910,8145
19151,3,2.5,3510,9824,2,0,0,3,9,3510,0,2002,0,0,98075,47.5635,-122.032,3510,10588
19152,4,2.25,1900,11171,1,0,0,3,8,1280,620,1984,0,0,98006,47.561,-122.126,2330,9934
19153,2,2,1140,8400,1,0,0,2,7,1140,0,1954,0,0,98148,47.4351,-122.335,1130,9375
19154,5,2.25,2100,10726,1,0,0,4,7,1050,1050,1963,0,0,98059,47.4922,-122.134,2100,10726
19155,1,0.5,880,1642,1,0,0,3,6,500,380,1910,0,0,98126,47.5732,-122.372,1410,2992
19156,3,1,980,12812,1,0,0,3,7,980,0,1956,0,0,98168,47.4892,-122.306,1430,8986
19157,4,1.75,1850,65340,1.5,0,0,4,7,1850,0,1972,0,0,98042,47.3468,-122.11,1750,40946
19158,2,1.5,2070,5432,2,0,0,3,7,1370,700,1951,0,0,98108,47.5571,-122.299,2070,5505
19159,3,1.75,2030,32565,1,0,0,3,8,1600,430,1981,0,0,98052,47.7112,-122.098,2910,34190
19160,4,3,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,1,98105,47.6628,-122.326,1960,4284
19161,3,2,1270,10227,1,0,0,4,6,1270,0,1968,0,0,98033,47.6876,-122.168,1470,9750
19162,3,2.25,2380,6000,1,0,0,3,8,2040,340,1961,0,0,98115,47.6955,-122.275,1680,7200
19163,2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,0,98117,47.6792,-122.404,2260,6851
19164,3,2.5,1720,6194,2,0,0,3,8,1720,0,1998,0,0,98092,47.2624,-122.221,1720,6211
19165,5,2.75,2620,5500,1.5,0,0,3,7,1710,910,1911,0,0,98117,47.6806,-122.388,1790,5500
19166,3,1.75,1320,9675,1.5,0,0,4,7,1320,0,1970,0,0,98024,47.5695,-121.902,1160,9675
19167,4,1,2500,35802,1.5,0,0,3,7,2500,0,1955,0,0,98005,47.6488,-122.153,2880,40510
19168,3,2,1440,7425,1,0,0,4,7,1440,0,1965,0,0,98034,47.7243,-122.185,1800,8344
19169,6,4.5,2750,4400,2,0,0,3,8,1770,980,1987,0,0,98103,47.6883,-122.335,1860,4400
19170,3,2.5,1780,4650,2,0,0,3,7,1780,0,2011,0,0,98038,47.386,-122.047,3050,3848
19171,4,2.5,2200,9099,2,0,0,3,8,2200,0,1994,0,0,98034,47.733,-122.225,2270,8900
19172,4,2,1720,5413,2,0,0,3,7,1470,250,1938,1980,1,98115,47.6929,-122.321,1510,5413
19173,3,2,1440,5457,2,0,0,3,7,1440,0,1986,0,0,98038,47.3784,-122.046,1480,6286
19174,2,2,1570,4665,1,0,0,3,8,1570,0,2006,0,0,98053,47.709,-122.017,2165,6262
19175,3,2.25,1570,43350,1,0,3,4,7,1570,0,1967,0,0,98022,47.2377,-122.016,1570,220849
19176,4,1.75,1910,6731,1,0,0,4,7,1210,700,1953,0,0,98116,47.5693,-122.391,1780,6350
19177,2,1,2160,7439,1,0,0,4,6,1300,860,1953,0,0,98115,47.6981,-122.286,1680,7439
19178,3,1,1090,8280,1,0,0,3,6,1090,0,1947,2006,1,98155,47.7562,-122.318,1060,7609
19179,3,1.5,1140,4875,1,0,0,5,6,1140,0,1970,0,0,98042,47.3684,-122.08,980,5070
19180,4,2.5,2050,5787,2,0,0,3,7,2050,0,2002,0,0,98198,47.3527,-122.315,2030,6615
19181,3,1,1250,7654,1,0,0,3,7,1000,250,1952,0,0,98125,47.7289,-122.291,1310,7350
19182,2,2,800,5765,1,0,0,4,6,800,0,1936,0,0,98133,47.7024,-122.346,1160,3844
19183,5,2.5,2880,8216,2,0,0,3,8,2880,0,2001,0,0,98030,47.3747,-122.185,1960,7200
19184,3,1,1040,9800,1,0,0,4,7,1040,0,1955,0,0,98006,47.5765,-122.155,1280,8880
19185,2,1,790,6969,1,0,0,3,6,790,0,1955,1984,1,98052,47.6978,-122.164,1380,12196
19186,3,2,1940,16300,1,0,0,3,7,1140,800,1978,0,0,98155,47.774,-122.283,1940,11250
19187,3,1,1180,7573,1,0,0,4,7,1180,0,1977,0,0,98155,47.7372,-122.294,1320,7573
19188,3,2,2320,7800,1,0,0,4,7,1160,1160,1960,0,0,98168,47.5141,-122.316,1380,7800
19189,4,2,1790,14690,1,0,1,4,7,1670,120,1960,0,0,98198,47.3965,-122.321,2440,10664
19190,4,2.25,1680,3179,2,0,0,3,8,1680,0,2002,0,0,98092,47.3258,-122.186,1678,3590
19191,3,1,890,9465,1,0,0,3,6,890,0,1957,0,0,98148,47.4388,-122.328,1590,9147
19192,3,2.25,1820,8058,1,0,0,3,7,1260,560,1974,0,0,98034,47.7241,-122.168,1850,7384
19193,2,1,1110,3943,1,0,0,5,6,740,370,1916,0,0,98109,47.6436,-122.352,1590,4311
19194,3,1,2200,21450,1,0,0,4,9,1600,600,1952,0,0,98166,47.4527,-122.372,1880,11250
19195,2,1,820,6771,1,0,0,4,6,820,0,1918,0,0,98106,47.52,-122.354,1000,4440
19196,4,3.5,3370,5638,2,0,0,3,10,2250,1120,2001,0,0,98034,47.7196,-122.223,3080,7200
19197,4,3.25,7420,167869,2,0,3,3,12,7420,0,2002,0,0,98045,47.4548,-121.764,5610,169549
19198,3,2.25,1800,10500,2,0,0,3,7,1800,0,1995,0,0,98038,47.3879,-122.032,1870,8555
19199,4,3.25,3730,11820,2,0,0,3,10,2460,1270,1990,0,0,98029,47.5775,-122.019,3680,10667
19200,4,2.75,3430,8000,1.5,0,0,4,8,3430,0,1972,0,0,98023,47.3183,-122.382,2090,8000
19201,3,1.75,1540,8400,1.5,0,0,3,7,1540,0,1902,0,0,98122,47.6187,-122.295,1330,4800
19202,4,2.5,2810,11560,1,0,0,5,7,1740,1070,1962,0,0,98008,47.5846,-122.12,1970,11560
19203,1,1,830,3200,1,0,0,3,7,830,0,1924,0,0,98103,47.6557,-122.348,1350,2512
19204,3,1.75,1490,8357,1,0,0,4,7,1490,0,1993,0,0,98038,47.3473,-122.037,1490,7376
19205,2,1.75,1740,6620,1.5,0,0,3,8,1740,0,2002,0,0,98065,47.526,-121.828,1560,5400
19206,3,2.5,1880,4668,2,0,0,3,8,1880,0,1993,0,0,98029,47.5666,-121.999,2060,4668
19207,4,1,1400,9384,1.5,0,0,4,6,1400,0,1948,0,0,98106,47.5166,-122.361,1600,8432
19208,3,1.5,1000,6914,1,0,0,3,7,1000,0,1947,0,0,98125,47.7144,-122.319,1000,6947
19209,3,1,1090,10296,1,0,0,4,6,1090,0,1950,0,0,98028,47.7743,-122.26,1910,10296
19210,4,2.5,3420,7462,2,0,0,3,9,3420,0,2002,0,0,98074,47.6388,-122.064,3080,8031
19211,4,2.5,2850,11000,2,0,0,3,8,2850,0,1998,0,0,98052,47.6759,-122.161,1720,11000
19212,4,1.5,2030,3300,1.5,0,0,4,8,1530,500,1927,0,0,98116,47.5855,-122.383,2610,5400
19213,3,1.75,1490,16200,1,0,0,5,8,1490,0,1958,0,0,98005,47.5919,-122.175,2070,16200
19214,4,1.75,2310,8045,1,0,0,4,7,1650,660,1976,0,0,98058,47.4569,-122.165,1790,8086
19215,5,2,2120,137565,1.5,0,0,3,7,2120,0,1913,0,0,98070,47.4558,-122.507,2120,157123
19216,4,1.5,2500,9448,1,0,0,4,7,1250,1250,1966,0,0,98106,47.5212,-122.339,1640,9490
19217,2,1,940,7700,1,0,0,4,6,940,0,1916,0,0,98133,47.7067,-122.354,1290,7375
19218,4,3,4370,217882,2,0,0,3,10,4370,0,1984,0,0,98053,47.6573,-122.034,2430,35096
19219,3,2.5,2620,9112,2,0,0,3,9,2620,0,1995,0,0,98052,47.6972,-122.116,2620,9067
19220,3,1.75,1500,7800,1,0,0,3,7,1500,0,1968,0,0,98092,47.3141,-122.192,1490,7800
19221,2,1,910,7200,1,0,1,4,7,830,80,1936,0,0,98136,47.5145,-122.39,1700,7200
